RPM,COOLANT_TEMP,MAF,THROTTLE_POS,INTAKE_TEMP,TIMING_ADVANCE,ENGINE_LOAD,ELM_VOLTAGE,SPEED,O2_S1_WR_CURRENT,O2_S5_WR_CURRENT,O2_B1S2,O2_B2S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2
4105.75,90,71.0,30.58823529411765,34,27.0,63.529411764705884,13.7,75.0,0.03125,0.01953125,0.445,0.5,-2.34375,2.34375,0.78125,-2.34375
4181.5,90,72.5,30.58823529411765,34,27.0,62.35294117647059,13.6,76.0,-0.015625,-0.01171875,0.445,0.5,-3.90625,2.34375,0.0,-2.34375
4214.25,90,54.0,27.058823529411764,34,28.5,45.88235294117647,13.7,76.0,0.0546875,0.04296875,0.445,0.505,-3.125,2.34375,2.34375,-2.34375
4263.25,90,54.5,27.45098039215686,34,28.5,46.666666666666664,13.7,77.0,0.046875,0.02734375,0.445,0.5,0.78125,2.34375,0.78125,-2.34375
4148.5,90,21.5,19.215686274509803,34,9.5,20.0,13.6,76.0,-0.19140625,-0.21875,0.445,0.51,0.0,2.34375,0.0,-2.34375
4092.25,90,22.25,19.215686274509803,34,9.0,20.0,13.6,73.0,2.37890625,2.45703125,0.445,0.445,0.0,2.34375,0.0,-2.34375
3951.25,90,21.5,19.215686274509803,34,8.0,19.215686274509803,13.6,71.0,2.4765625,2.5234375,0.445,0.445,0.0,2.34375,0.0,-2.34375
3784.0,90,20.5,18.823529411764707,34,6.5,19.215686274509803,13.6,67.0,2.4921875,2.54296875,0.445,0.44,0.0,2.34375,0.0,-2.34375
3499.75,90,18.75,18.431372549019606,34,4.5,18.431372549019606,13.6,62.0,2.5,2.53515625,0.445,0.44,0.0,2.34375,0.0,-2.34375
3238.5,90,17.25,18.03921568627451,35,4.5,18.03921568627451,13.6,56.0,2.484375,2.5625,0.445,0.44,0.0,2.34375,0.0,-2.34375
2929.5,90,15.75,17.254901960784313,35,3.5,18.03921568627451,13.6,51.0,2.53125,2.50390625,0.445,0.44,0.0,2.34375,0.0,-2.34375
2681.75,90,14.5,16.862745098039216,35,3.5,18.03921568627451,13.6,47.0,2.53515625,2.59375,0.445,0.435,0.0,2.34375,0.0,-2.34375
2475.5,90,13.25,16.470588235294116,35,2.0,17.647058823529413,13.6,43.0,2.453125,2.6015625,0.445,0.435,0.0,2.34375,0.0,-2.34375
2251.5,90,11.5,15.686274509803921,35,0.5,16.862745098039216,13.7,40.0,2.4765625,2.55859375,0.445,0.435,0.0,2.34375,0.0,-2.34375
2233.75,90,38.5,23.529411764705884,35,19.5,45.490196078431374,13.7,38.0,-0.78125,-0.73828125,0.44,0.43,0.0,2.34375,0.0,-2.34375
